序位	詞彙	詞頻	常用詞標V
1454	題目	90	V
1455	示威	90	V
1456	改為	90	V
1457	期盼	90	V
1458	勞動	90	V
1459	推荐	90	V
1460	如今	90	V
1461	防	90	V
1462	老人	90	V
1463	衝突	90	V
1464	那	89	V
1465	執行長	89	V
1466	白	89	V
1467	意願	89	V
1468	作法	89	V
1469	圖書	89	V
1470	二十四	89	V
1471	建國	89	V
1472	旁	89	V
1473	患者	89	V
1474	照	89	V
1475	遊客	89	V
1476	新興	89	V
1477	改革	89	V
1478	經營	89	V
1479	館	89	V
1480	相信	88	V
1481	克服	88	V
1482	二十二	88	V
1483	曾經	88	V
1484	導覽	88	V
1485	創	88	V
1486	鄰近	88	V
1487	有的	88	V
1488	好玩	88	V
1489	公平	88	V
1490	綠	88	V
1491	數量	87	V
1492	極	87	V
1493	像是	87	V
1494	雙	87	V
1495	具備	87	V
1496	原來	87	V
1497	參訪	87	V
1498	土地	87	V
1499	二十五	87	V
1500	待	87	V
1501	全民	87	V
1502	外界	87	V
1503	實習	87	V
1504	感覺	87	V
1505	包含	87	V
1506	商品	87	V
1507	往	87	V
1508	文字	87	V
1509	美術館	87	V
1510	新竹	87	V
1511	學術	86	V
1512	職棒	86	V
1513	檔案	86	V
1514	邀	86	V
1515	年紀	86	V
1516	預估	86	V
1517	食物	86	V
1518	街頭	86	V
1519	世代	86	V
1520	知名	86	V
1521	酒	86	V
1522	傳承	86	V
1523	因素	86	V
1524	緊張	86	V
1525	以前	86	V
1526	追蹤	86	V
1527	進一步	86	V
1528	真	85	V
1529	可愛	85	V
1530	確定	85	V
1531	程度	85	V
1532	馬	85	V
1533	英	85	V
1534	市	85	V
1535	島	85	V
1536	托嬰	85	V
1537	皆	85	V
1538	旅行	85	V
1539	考題	85	V
1540	買	85	V
1541	居民	85	V
1542	出國	85	V
1543	戴	85	V
1544	困境	85	V
1545	列為	85	V
1546	工廠	85	V
1547	大陸	84	V
1548	四年級	84	V
1549	種植	84	V
1550	依照	84	V
1551	扮演	84	V
1552	步驟	84	V
1553	入	84	V
1554	身分證	84	V
1555	示範	84	V
1556	自動	84	V
1557	之前	84	V
1558	保存	84	V
1559	和平	84	V
1560	主管	84	V
1561	冷氣	84	V
1562	模擬	84	V
1563	八成	84	V
1564	下降	84	V
1565	他人	84	V
1566	代理	84	V
1567	永續	84	V
1568	歷經	84	V
1569	儀式	83	V
1570	兒虐	83	V
1571	交通部	83	V
1572	攻擊	83	V
1573	回	83	V
1574	花蓮縣	83	V
1575	運動會	83	V
1576	減輕	83	V
1577	方便	83	V
1578	瑞典	83	V
1579	牆	83	V
1580	獎學金	83	V
1581	寒假	83	V
1582	實作	83	V
1583	地點	83	V
1584	連結	83	V
1585	考驗	83	V
1586	錢	83	V
1587	腳	83	V
1588	想法	83	V
1589	實	83	V
1590	工藝	83	V
1591	檢視	83	V
1592	技藝	83	V
1593	理念	83	V
1594	書籍	83	V
1595	突破	83	V
1596	董事長	83	V
1597	時期	82	V
1598	北部	82	V
1599	目的	82	V
1600	車輛	82	V
1601	全部	82	V
1602	反而	82	V
1603	子女	82	V
1604	速度	82	V
1605	一百零八年	82	V
1606	體育署	82	V
1607	花蓮	82	V
1608	祝福	82	V
1609	編列	82	V
1610	藍	82	V
1611	獎項	82	V
1612	藝術家	82	V
1613	高工	82	V
1614	宜蘭	82	V
1615	美元	81	V
1616	門	81	V
1617	印度	81	V
1618	認真	81	V
1619	公分	81	V
1620	提案	81	V
1621	創造	81	V
1622	興奮	81	V
1623	採訪	81	V
1624	組長	81	V
1625	視為	81	V
1626	擔憂	81	V
1627	晚上	81	V
1628	控制	81	V
1629	長者	80	V
1630	澎湖縣	80	V
1631	樂趣	80	V
1632	爺爺	80	V
1633	中等	80	V
1634	登記	80	V
1635	舊	80	V
1636	法案	80	V
1637	美食	80	V
1638	長照	80	V
1639	因而	80	V
1640	案	80	V
1641	裝置	80	V
1642	保持	80	V
1643	廠商	80	V
1644	全壘打	80	V
1645	嘗試	80	V
1646	光	80	V
1647	災害	80	V
1648	採用	80	V
1649	據	79	V
1650	飲食	79	V
1651	探討	79	V
1652	產	79	V
1653	蒐集	79	V
1654	加	79	V
1655	領	79	V
1656	癌症	79	V
1657	動畫	79	V
1658	歐洲	79	V
1659	美好	79	V
1660	機場	79	V
1661	媽祖	79	V
1662	開幕	79	V
1663	基金	79	V
1664	清楚	79	V
1665	訴求	79	V
1666	客語	79	V
1667	心情	79	V
1668	癌	79	V
1669	學位	79	V
1670	部	78	V
1671	原則	78	V
1672	守護	78	V
1673	選出	78	V
1674	舞臺	78	V
1675	熱門	78	V
1676	辨識	78	V
1677	祕書長	78	V
1678	湖人隊	78	V
1679	出	78	V
1680	種子	78	V
1681	快速	78	V
1682	蟲	78	V
1683	迎接	78	V
1684	行人	78	V
1685	具體	78	V
1686	回到	77	V
1687	意識	77	V
1688	道	77	V
1689	當年	77	V
1690	取代	77	V
1691	共識	77	V
1692	抗爭	77	V
1693	告訴	77	V
1694	一路	77	V
1695	協議	77	V
1696	校慶	77	V
1697	來源	77	V
1698	勇敢	77	V
1699	國中部	76	V
1700	澎湖	76	V
1701	出席	76	V
1702	回收	76	V
1703	碳	76	V
1704	明天	76	V
1705	國文	76	V
1706	服裝	76	V
1707	涉及	76	V
1708	反對	76	V
1709	哥哥	76	V
1710	員工	76	V
1711	二十一	76	V
1712	物品	76	V
1713	就醫	76	V
1714	形成	76	V
1715	溫暖	76	V
1716	學年	76	V
1717	文物	76	V
1718	脫	75	V
1719	易	75	V
1720	正常	75	V
1721	怕	75	V
1722	付出	75	V
1723	甄選	75	V
1724	二年級	75	V
1725	轉型	75	V
1726	開辦	75	V
1727	展	75	V
1728	好手	75	V
1729	打破	75	V
1730	就學	75	V
1731	彈性	75	V
1732	美感	75	V
1733	藝文	75	V
1734	不論	75	V
1735	稱	75	V
1736	位於	74	V
1737	陽明	74	V
1738	俄羅斯	74	V
1739	差距	74	V
1740	投	74	V
1741	差	74	V
1742	頒發	74	V
1743	別人	74	V
1744	救援	74	V
1745	司法	74	V
1746	嗎	74	V
1747	衝擊	74	V
1748	導師	74	V
1749	輪	74	V
1750	食品	73	V
1751	坐	73	V
1752	捐贈	73	V
1753	少棒	73	V
1754	對話	73	V
1755	本土	73	V
1756	成就	73	V
1757	四成	73	V
1758	不當	73	V
1759	直到	73	V
1760	能源	73	V
1761	核心	73	V
1762	高興	73	V
1763	日常	73	V
1764	含	73	V
1765	案例	73	V
1766	紀念	72	V
1767	收入	72	V
1768	阮筱琪	72	V
1769	論壇	72	V
1770	專長	72	V
1771	菜	72	V
1772	檢驗	72	V
1773	查詢	72	V
1774	搭	72	V
1775	監測	72	V
1776	六成	72	V
1777	假日	72	V
1778	發射	72	V
1779	聯合會	72	V
1780	吳榕	72	V
1781	報紙	72	V
1782	想像	72	V
1783	號	72	V
1784	接著	71	V
1785	列車	71	V
1786	二○○	71	V
1787	法令	71	V
1788	古蹟	71	V
1789	世界杯	71	V
1790	網球	71	V
1791	承諾	71	V
1792	手術	71	V
1793	一七年	71	V
1794	適應	71	V
1795	師大	71	V
1796	逐年	71	V
1797	分數	71	V
1798	加拿大	71	V
1799	民族	71	V
1800	節目	71	V
1801	實力	71	V
1802	球場	71	V
1803	室	71	V
1804	書法	71	V
1805	獎勵	71	V
1806	機車	70	V
1807	兩成	70	V
1808	基隆	70	V
1809	尚未	70	V
1810	天氣	70	V
1811	有限	70	V
1812	如此	70	V
1813	津貼	70	V
1814	便	70	V
1815	幼童	70	V
1816	揭曉	70	V
1817	勇士隊	70	V
1818	模型	70	V
1819	大樓	70	V
1820	角度	70	V
1821	優異	70	V
1822	敢	70	V
1823	大量	70	V
1824	科系	70	V
1825	反毒	70	V
1826	不佳	70	V
1827	條文	70	V
1828	觀光	70	V
1829	拉	70	V
1830	期	69	V
1831	黑	69	V
1832	微	69	V
1833	先前	69	V
1834	男	69	V
1835	重建	69	V
1836	防疫	69	V
1837	熱情	69	V
1838	深入	69	V
1839	隊長	69	V
1840	食	69	V
1841	增進	69	V
1842	停	69	V
1843	學年度	69	V
1844	高度	69	V
1845	電視	69	V
1846	東南亞	69	V
1847	刺激	69	V
1848	聯賽	69	V
1849	發	69	V
1850	勇奪	69	V
1851	繼	69	V
1852	空汙	69	V
1853	決議	69	V
1854	秋	69	V
1855	成年	69	V
1856	分為	69	V
1857	學系	68	V
1858	單打	68	V
1859	事故	68	V
1860	黑熊	68	V
1861	任	68	V
1862	成大	68	V
1863	霸	68	V
1864	戰績	68	V
1865	校友	68	V
1866	致力	68	V
1867	親自	68	V
1868	越來越	68	V
1869	變化	68	V
1870	總會	68	V
1871	圓夢	68	V
1872	標示	68	V
1873	良好	68	V
1874	有時	68	V
1875	女中	68	V
1876	新加坡	68	V
1877	城鄉	68	V
1878	步	68	V
1879	義賣	68	V
1880	認同	68	V
1881	行	68	V
1882	糖	68	V
1883	操作	68	V
1884	主軸	68	V
1885	才藝	68	V
1886	舒仲	68	V
1887	旅遊	68	V
1888	募款	68	V
1889	政黨	68	V
1890	古	68	V
1891	第六	68	V
1892	衛星	68	V
1893	症狀	68	V
1894	財政	68	V
1895	共學	68	V
1896	起來	68	V
1897	批	67	V
1898	自製	67	V
1899	結構	67	V
1900	稱為	67	V
1901	招收	67	V
1902	春節	67	V
1903	真正	67	V
1904	材料	67	V
1905	西	67	V
1906	物種	67	V
1907	立法	67	V
1908	嘉義	67	V
1909	首次	67	V
1910	教育部長	67	V
1911	計算	67	V
1912	只是	67	V
1913	五百	67	V
1914	廣場	67	V
1915	儘速	67	V
1916	片	67	V
1917	核定	67	V
1918	帶動	67	V
1919	學業	67	V
1920	米	67	V
1921	設	67	V
1922	扎根	67	V
1923	文章	67	V
1924	面向	67	V
1925	蘇貞昌	66	V
1926	評鑑	66	V
1927	原住民族	66	V
1928	體罰	66	V
1929	飲料	66	V
1930	短	66	V
1931	取消	66	V
1932	享受	66	V
1933	高年級	66	V
1934	國語	66	V
1935	書店	66	V
1936	上網	66	V
1937	大幅	66	V
1938	明確	66	V
1939	繪	66	V
1940	馬祖	66	V
1941	難得	66	V
1942	溫馨	66	V
1943	科目	66	V
1944	運動員	66	V
1945	理想	66	V
1946	引進	66	V
1947	嘉義市	66	V
1948	指標	66	V
1949	部長	65	V
1950	竟	65	V
1951	拍	65	V
1952	出發	65	V
1953	觀眾	65	V
1954	交易	65	V
1955	版	65	V
1956	落差	65	V
1957	早	65	V
1958	製造	65	V
1959	久	65	V
1960	課本	65	V
1961	男女	65	V
1962	層	65	V
1963	平時	65	V
1964	法院	65	V
1965	統一	65	V
1966	配套	65	V
1967	搭乘	65	V
1968	遭到	65	V
1969	銀行	65	V
1970	山區	65	V
1971	朝	65	V
1972	批評	65	V
1973	充分	65	V
1974	教務	65	V
1975	練	65	V
1976	博士	65	V
1977	畫面	65	V
1978	類似	65	V
1979	弟弟	64	V
1980	高級	64	V
1981	野生	64	V
1982	應變	64	V
1983	只有	64	V
1984	鄉	64	V
1985	辦	64	V
1986	十二年	64	V
1987	方	64	V
1988	敗	64	V
1989	自治	64	V
1990	兒子	64	V
1991	公車	64	V
1992	移植	64	V
1993	三千	64	V
1994	戲劇	64	V
1995	國旗	64	V
1996	代表隊	64	V
1997	補強	64	V
1998	馬來西亞	64	V
1999	進而	64	V
2000	領先	64	V
2001	劇場	64	V
2002	隊員	64	V
2003	一旦	64	V
2004	論文	64	V
2005	支付	64	V
2006	離開	64	V
2007	慶祝	64	V
2008	元素	64	V
2009	免	64	V
2010	職場	63	V
2011	恢復	63	V
2012	長達	63	V
2013	換	63	V
2014	跑	63	V
2015	中學生	63	V
2016	歐	63	V
2017	部會	63	V
2018	停止	63	V
2019	反應	63	V
2020	熱	63	V
2021	差異	63	V
2022	認定	63	V
2023	儘管	63	V
2024	得分	63	V
2025	晉級	63	V
2026	消費者	63	V
2027	課業	63	V
2028	籃球	63	V
2029	營利	63	V
2030	合格	63	V
2031	農業	63	V
2032	課堂	63	V
2033	副教授	63	V
2034	實現	62	V
2035	一同	62	V
2036	周邊	62	V
2037	想要	62	V
2038	互相	62	V
2039	營造	62	V
2040	慈善	62	V
2041	視覺	62	V
2042	顏色	62	V
2043	時候	62	V
2044	育兒	62	V
2045	場地	62	V
2046	婦女	62	V
2047	形式	62	V
2048	爆發	62	V
2049	記憶	62	V
2050	念	62	V
2051	即時	62	V
2052	景點	62	V
2053	不只	62	V
2054	公約	62	V
2055	院長	62	V
2056	星	62	V
2057	平常	62	V
2058	禁	61	V
2059	橋	61	V
2060	不可	61	V
2061	志願	61	V
2062	總是	61	V
2063	為期	61	V
2064	量	61	V
2065	贏	61	V
2066	運作	61	V
2067	區	61	V
2068	解說	61	V
2069	一點	61	V
2070	林書豪	61	V
2071	威脅	61	V
2072	桌	61	V
2073	彼此	61	V
2074	試題	61	V
2075	燈	61	V
2076	阿公	61	V
2077	賽	61	V
2078	師範	61	V
2079	判斷	61	V
2080	尋求	61	V
2081	社工	61	V
2082	九成	61	V
2083	牠	61	V
2084	奪得	61	V
2085	一萬	61	V
2086	制服	61	V
2087	獲頒	61	V
2088	南部	61	V
2089	要是	61	V
2090	不錯	61	V
2091	精采	61	V
2092	言	61	V
2093	研究院	61	V
2094	存在	61	V
2095	繁星	61	V
2096	預測	61	V
2097	介入	61	V
2098	合理	61	V
2099	波	61	V
2100	競爭力	61	V
2101	送給	61	V
2102	登山	61	V
2103	一百零七年	61	V
2104	傳播	60	V
2105	延續	60	V
2106	銅	60	V
2107	以後	60	V
2108	興建	60	V
2109	大人	60	V
2110	提早	60	V
2111	院校	60	V
2112	照護	60	V
2113	門檻	60	V
2114	競爭	60	V
2115	自行車	60	V
2116	棒	60	V
2117	無論	60	V
2118	指	60	V
2119	提到	60	V
2120	評量	60	V
2121	法規	60	V
2122	文化局	60	V
2123	合約	60	V
2124	畫作	60	V
2125	位置	60	V
2126	九二一	60	V
2127	高於	60	V
2128	破	60	V
2129	加油	60	V
2130	衛生局	60	V
2131	一半	60	V
2132	設計師	60	V
2133	機	60	V
2134	裝設	60	V
2135	屋	60	V
2136	豬瘟	60	V
2137	最終	60	V
2138	飼養	60	V
2139	進	60	V
2140	寫下	60	V
2141	某	60	V
2142	國健署	60	V
2143	二十七	59	V
2144	總計	59	V
2145	冊	59	V
2146	解釋	59	V
2147	再次	59	V
2148	樂團	59	V
2149	席	59	V
2150	商業	59	V
2151	聲音	59	V
2152	天使	59	V
2153	旅	59	V
2154	強制	59	V
2155	對策	59	V
2156	技職	59	V
2157	小孩	59	V
2158	移工	59	V
2159	感恩	59	V
2160	合唱團	59	V
2161	疑似	59	V
2162	海外	59	V
2163	視力	59	V
2164	紛紛	59	V
2165	明定	59	V
2166	蓋	59	V
2167	復育	59	V
2168	地圖	59	V
2169	工作坊	59	V
2170	一百零七學年度	59	V
2171	定義	59	V
2172	駕	59	V
2173	一八年	59	V
2174	簽署	59	V
2175	對方	59	V
2176	農民	59	V
2177	邁入	59	V
2178	長庚	59	V
2179	作	59	V
2180	更加	58	V
2181	話	58	V
2182	口腔	58	V
2183	績優	58	V
2184	料理	58	V
2185	病患	58	V
2186	通知	58	V
2187	認證	58	V
2188	經歷	58	V
2189	贊助	58	V
2190	勇氣	58	V
2191	高教	58	V
2192	疑慮	58	V
2193	根本	58	V
2194	尚	58	V
2195	不便	58	V
2196	健保	58	V
2197	北韓	58	V
2198	學雜費	58	V
2199	這麼	58	V
2200	家園	58	V
2201	登革熱	58	V
2202	館長	58	V
2203	犬	58	V
2204	施打	58	V
2205	先發	58	V
2206	好好	58	V
2207	違法	58	V
2208	風格	58	V
2209	文創	58	V
2210	光復	58	V
2211	走出	58	V
2212	宿舍	58	V
2213	孩童	58	V
2214	網友	58	V
2215	心得	58	V
2216	奪	58	V
2217	縣市政府	58	V
2218	雙打	58	V
2219	走讀	58	V
2220	優良	58	V
2221	製	58	V
2222	傑出	58	V
2223	效力	58	V
2224	美麗	58	V
2225	七十	57	V
2226	長榮	57	V
2227	登上	57	V
2228	少數	57	V
2229	菸害	57	V
2230	吸管	57	V
2231	動	57	V
2232	不易	57	V
2233	觀賞	57	V
2234	宣傳	57	V
2235	專題	57	V
2236	事實	57	V
2237	知	57	V
2238	一百零九	57	V
2239	閩南語	57	V
2240	追求	57	V
2241	機率	57	V
2242	累計	57	V
2243	基地	57	V
2244	它	57	V
2245	票選	57	V
2246	高齡	57	V
2247	攝影／李榮茂	57	V
2248	隊友	57	V
2249	娃娃	57	V
2250	怎麼	57	V
2251	氣氛	57	V
2252	圖案	57	V
2253	普遍	57	V
2254	高溫	57	V
2255	福衛	57	V
2256	端	57	V
2257	分區	57	V
2258	軟體	57	V
2259	認知	57	V
2260	奪下	56	V
2261	前進	56	V
2262	小朋友	56	V
2263	教評會	56	V
2264	深度	56	V
2265	相機	56	V
2266	大多	56	V
2267	打擊	56	V
2268	罰鍰	56	V
2269	開打	56	V
2270	操場	56	V
2271	練球	56	V
2272	測試	56	V
2273	報到	56	V
2274	工商	56	V
2275	裝	56	V
2276	收費	56	V
2277	困擾	56	V
2278	航空	56	V
2279	交換	56	V
2280	著重	56	V
2281	單車	56	V
2282	中文	56	V
2283	一些	56	V
2284	免試	56	V
2285	三百	55	V
2286	分發	55	V
2287	致	55	V
2288	深	55	V
2289	化學	55	V
2290	重返	55	V
2291	同步	55	V
2292	飛機	55	V
2293	施行	55	V
2294	感受到	55	V
2295	黨	55	V
2296	仁愛	55	V
2297	親友	55	V
2298	千	55	V
2299	計	55	V
2300	蔬菜	55	V
2301	攝氏	55	V
2302	資產	55	V
2303	考慮	55	V
2304	證書	55	V
2305	確認	55	V
2306	期許	55	V
2307	動保	55	V
2308	正義	55	V
2309	修改	55	V
2310	兩千	55	V
2311	電	55	V
2312	城	55	V
2313	昆蟲	55	V
2314	兒童節	55	V
2315	凸顯	55	V
2316	翻轉	55	V
2317	嚴格	55	V
2318	明星	55	V
2319	第七	55	V
2320	校院	55	V
2321	傳	55	V
2322	智能	55	V
2323	紀錄片	54	V
2324	美學	54	V
2325	組合	54	V
2326	傷	54	V
2327	唱	54	V
2328	派	54	V
2329	尋找	54	V
2330	國慶	54	V
2331	講座	54	V
2332	幸好	54	V
2333	基因	54	V
2334	東西	54	V
2335	視	54	V
2336	規則	54	V
2337	往年	54	V
2338	機械	54	V
2339	民俗	54	V
2340	修訂	54	V
2341	所得	54	V
2342	喝	54	V
2343	童書	54	V
2344	繪畫	54	V
2345	聽到	54	V
2346	適用	54	V
2347	詹姆斯	54	V
2348	素材	54	V
2349	營運	54	V
2350	終身	54	V
2351	堆	54	V
2352	工業	54	V
2353	市民	54	V
2354	誰	54	V
2355	加速	54	V
2356	失	54	V
2357	社福	54	V
2358	運輸	54	V
2359	社會局	54	V
2360	熱愛	53	V
2361	場所	53	V
2362	路線	53	V
2363	留	53	V
2364	佳	53	V
2365	一成	53	V
2366	妹妹	53	V
2367	上場	53	V
2368	捷運	53	V
2369	流行	53	V
2370	洋基隊	53	V
2371	拒絕	53	V
2372	號召	53	V
2373	熟悉	53	V
2374	早期	53	V
2375	紐西蘭	53	V
2376	寶寶	53	V
2377	虛擬	53	V
2378	採計	53	V
2379	正視	53	V
2380	破壞	53	V
2381	相互	53	V
2382	警報	53	V
2383	清華	53	V
2384	科普	53	V
2385	找出	53	V
2386	打球	53	V
2387	相處	53	V
2388	卡片	52	V
2389	手作	52	V
2390	頻傳	52	V
2391	專班	52	V
2392	女子	52	V
2393	學生會	52	V
2394	體育班	52	V
2395	雲	52	V
2396	體能	52	V
2397	藝人	52	V
2398	透露	52	V
2399	總教練	52	V
2400	出賽	52	V
2401	養成	52	V
2402	比例	52	V
2403	支援	52	V
2404	生存	52	V
2405	開啟	52	V
2406	臨時	52	V
2407	商店	52	V
2408	協商	52	V
2409	晚間	52	V
2410	合法	52	V
2411	遭遇	52	V
2412	家長會	52	V
2413	停課	52	V
2414	議員	52	V
2415	固定	52	V
2416	居	52	V
2417	低年級	52	V
2418	教師法	52	V
2419	定期	52	V
2420	景觀	52	V
2421	不利	52	V
2422	搶	52	V
2423	供應	52	V
2424	珍貴	52	V
2425	失去	52	V
2426	移民	52	V
2427	生日	52	V
2428	等級	52	V
2429	腸病毒	52	V
2430	精進	52	V
2431	球季	52	V
2432	投稿	51	V
2433	率先	51	V
2434	隱私	51	V
2435	競技	51	V
2436	四百	51	V
2437	作者	51	V
2438	群聚	51	V
2439	環島	51	V
2440	演講	51	V
2441	分校	51	V
2442	大小	51	V
2443	模特兒	51	V
2444	提	51	V
2445	母語	51	V
2446	依法	51	V
2447	李琦瑋	51	V
2448	激發	51	V
2449	大使	51	V
2450	保健	51	V
2451	創業	51	V
2452	信心	51	V
2453	協調	51	V
2454	兩岸	51	V
2455	公開賽	51	V
2456	跆拳道	51	V
2457	營養師	51	V
2458	男子組	51	V
2459	並且	51	V
2460	剩	51	V
2461	行軍	51	V
2462	西班牙	51	V
2463	演練	51	V
2464	題材	51	V
2465	管教	51	V
2466	政見	51	V
2467	低於	51	V
2468	二十三	51	V
2469	公費	51	V
2470	回饋	51	V
2471	一邊	51	V
2472	色彩	51	V
2473	致死	51	V
2474	亦	51	V
2475	夜	51	V
2476	專注	51	V
2477	委託	51	V
2478	鄒族	51	V
2479	狀態	51	V
2480	學子	51	V
2481	體力	51	V
2482	實小	50	V
2483	副總統	50	V
2484	園	50	V
2485	打工	50	V
2486	楊惠芳	50	V
2487	擬	50	V
2488	放榜	50	V
2489	暴龍隊	50	V
2490	北門	50	V
2491	集中	50	V
2492	基於	50	V
2493	花燈	50	V
2494	測	50	V
2495	附設	50	V
2496	改造	50	V
2497	屋頂	50	V
2498	清	50	V
2499	細胞	50	V
2500	未滿	50	V
2501	郵報網站	50	V
2502	不如	50	V
2503	停辦	50	V
2504	穿上	50	V
2505	主張	50	V
2506	傳遞	50	V
2507	監督	50	V
2508	可惜	50	V
2509	災	50	V
2510	新年	50	V
2511	人體	50	V
2512	姐妹	50	V
2513	驚喜	50	V
2514	二十日	50	V
2515	業務	50	V
2516	晚	50	V
2517	行列	50	V
2518	珍惜	50	V
2519	善用	50	V
2520	地理	50	V
2521	強烈	49	V
2522	命題	49	V
2523	隨	49	V
2524	事情	49	V
2525	消防	49	V
2526	氣象	49	V
2527	一百零六年	49	V
2528	大師	49	V
2529	分組	49	V
2530	在於	49	V
2531	棟	49	V
2532	合併	49	V
2533	保留	49	V
2534	再生	49	V
2535	獨木舟	49	V
2536	休息	49	V
2537	資料庫	49	V
2538	美術	49	V
2539	小說	49	V
2540	既	49	V
2541	安心	49	V
2542	淡水	49	V
2543	證實	49	V
2544	公私立	49	V
2545	門票	49	V
2546	申訴	49	V
2547	以免	49	V
2548	增設	49	V
2549	心臟	49	V
2550	捐款	49	V
2551	茶	49	V
2552	信	49	V
2553	新鮮	49	V
2554	制	49	V
2555	暖化	49	V
2556	一千	49	V
2557	銜接	49	V
2558	眼睛	49	V
2559	林良	49	V
2560	法人	49	V
2561	僅有	49	V
2562	現代	49	V
2563	犯罪	49	V
2564	捕	49	V
2565	五成	49	V
2566	海岸	49	V
2567	有點	49	V
2568	年級	49	V
2569	事業	49	V
2570	合影	49	V
2571	傳達	49	V
2572	形態	49	V
2573	問	49	V
2574	攜帶	48	V
2575	外語	48	V
2576	懂得	48	V
2577	圓	48	V
2578	缺	48	V
2579	經典	48	V
2580	學程	48	V
2581	勞動部	48	V
2582	截至	48	V
2583	用心	48	V
2584	建設	48	V
2585	對抗	48	V
2586	求學	48	V
2587	景	48	V
2588	藥物	48	V
2589	揭露	48	V
2590	平衡	48	V
2591	制定	48	V
2592	逆轉	48	V
2593	包	48	V
2594	堂	48	V
2595	必	48	V
2596	四日	48	V
2597	榮譽	48	V
2598	平板	48	V
2599	防止	48	V
2600	選民	48	V
2601	招聯會	48	V
2602	言語	48	V
2603	男單	48	V
2604	關愛	48	V
2605	橋梁	48	V
2606	優惠	48	V
2607	南非	48	V
2608	防護	48	V
2609	止	48	V
2610	通訊	48	V
2611	懂	48	V
2612	四十五	48	V
2613	巡迴	48	V
2614	局長	48	V
2615	思維	48	V
2616	刑法	48	V
2617	三萬	48	V
2618	法務部	48	V
2619	高風險	48	V
2620	拿下	48	V
2621	一度	48	V
2622	捐	48	V
2623	當初	48	V
2624	武器	48	V
2625	十八日	48	V
2626	清大	48	V
2627	年金	48	V
2628	歧視	48	V
2629	官方	48	V
2630	收穫	48	V
2631	資深	48	V
2632	童話	47	V
2633	設有	47	V
2634	博覽會	47	V
2635	體會	47	V
2636	野放	47	V
2637	家族	47	V
2638	藥	47	V
2639	前天	47	V
2640	典藏	47	V
2641	過度	47	V
2642	期望	47	V
2643	罰	47	V
2644	燈會	47	V
2645	太空人隊	47	V
2646	生育	47	V
2647	訂	47	V
2648	三十二	47	V
2649	英雄	47	V
2650	分類	47	V
2651	細菌	47	V
2652	研擬	47	V
2653	監察院	47	V
2654	背景	47	V
2655	進修	47	V
2656	火車	47	V
2657	分成	47	V
2658	相同	47	V
2659	遭受	47	V
2660	改	47	V
2661	發出	47	V
2662	雪	47	V
2663	解聘	47	V
2664	紐約	47	V
2665	通常	47	V
2666	兄弟	47	V
2667	缺額	47	V
2668	虐童	47	V
2669	週六	47	V
2670	編輯	47	V
2671	預期	47	V
2672	難忘	47	V
2673	梅	47	V
2674	牛	47	V
2675	觀看	47	V
2676	激烈	47	V
2677	報考	47	V
2678	姓名	47	V
